ID,Gene,Annotation
NP_001138936,EXOG,"Chr_10	AUGUSTUS	gene	8696358	8724251	.	-	.	ID=Marm_04812;blast_id=""sp|Q9Y2C4|EXOG_HUMAN"";interproscan_id=""IPR040255"";eggnog_id=""5'-3'_exonuclease_activity"""
NP_001139310,MTFR1,"Chr_6	AUGUSTUS	gene	66021238	66030820	.	+	.	ID=Marm_24413;blast_id=""sp|Q15390|MTFR1_HUMAN"";interproscan_id=""IPR007972"";eggnog_id=""mitochondrial_fission"""
NP_001139311,MTFR1,"Chr_6	AUGUSTUS	gene	66021238	66030820	.	+	.	ID=Marm_24413;blast_id=""sp|Q15390|MTFR1_HUMAN"";interproscan_id=""IPR007972"";eggnog_id=""mitochondrial_fission"""
NP_001139373,SARS2,"Chr_13	AUGUSTUS	gene	24783595	24798027	.	-	.	ID=Marm_07460;blast_id=""sp|Q9NP81|SYSM_HUMAN"";interproscan_id=""IPR002317"";eggnog_id=""seryl-tRNA_aminoacylation"""
NP_001139423,TIMM8A,"Chr_15	AUGUSTUS	gene	5121770	5123833	.	-	.	ID=Marm_08373;blast_id=""sp|O60220|TIM8A_HUMAN"";interproscan_id=""IPR039238"";eggnog_id=""protein_transport"""
NP_001139443,RDH13,"Chr_1	AUGUSTUS	gene	132945109	132952708	.	-	.	ID=Marm_03043;blast_id=""sp|Q9HBH5|RDH14_HUMAN"";interproscan_id=""IPR036291"";eggnog_id=""alcohol_dehydrogenase_(NADP+)_activity"""
NP_001139523,HSDL1,"Chr_14	AUGUSTUS	gene	4013078	4016393	.	-	.	ID=Marm_07861;blast_id=""sp|Q3SXM5|HSDL1_HUMAN"";interproscan_id=""IPR036291"";eggnog_id=""Inactive_hydroxysteroid_dehydrogenase-like_protein_1"""
NP_001139681,PDE2A,Chr_1	AUGUSTUS	gene	286624163	286686482	.	-	.	ID=Marm_04048;
NP_001139760,AIFM3,"Chr_17	AUGUSTUS	gene	10789684	10812049	.	-	.	ID=Marm_09501;blast_id=""sp|Q96NN9|AIFM3_HUMAN"";interproscan_id=""IPR036188"";eggnog_id=""apoptosis-inducing_factor"""
NP_001142,SLC25A4,"Chr_15	AUGUSTUS	gene	16773988	16783881	.	+	.	ID=Marm_08249;blast_id=""sp|P05141|ADT2_HUMAN"";interproscan_id=""IPR002113"";eggnog_id=""Belongs_to_the_mitochondrial_carrier_(TC_2.A.29)_family"""
NP_001143,SLC25A5,"Chr_15	AUGUSTUS	gene	16773988	16783881	.	+	.	ID=Marm_08249;blast_id=""sp|P05141|ADT2_HUMAN"";interproscan_id=""IPR002113"";eggnog_id=""Belongs_to_the_mitochondrial_carrier_(TC_2.A.29)_family"""
NP_001152,NUDT2,Chr_9	AUGUSTUS	gene	3162967	3166805	.	+	.	ID=Marm_28361;
NP_001152862,GUK1,"Chr_10	AUGUSTUS	gene	4749895	4762397	.	+	.	ID=Marm_04172;blast_id=""sp|Q16774|KGUA_HUMAN"";interproscan_id=""IPR027417"";eggnog_id=""dGDP_biosynthetic_process"""
NP_001152863,GUK1,"Chr_10	AUGUSTUS	gene	4749895	4762397	.	+	.	ID=Marm_04172;blast_id=""sp|Q16774|KGUA_HUMAN"";interproscan_id=""IPR027417"";eggnog_id=""dGDP_biosynthetic_process"""
NP_001152980,IVD,"Chr_5	AUGUSTUS	gene	50702240	50737516	.	+	.	ID=Marm_22545;blast_id=""sp|P26440|IVD_HUMAN"";interproscan_id=""IPR034183"";eggnog_id=""isovaleryl-CoA_dehydrogenase"""
NP_001153566,ACOT13,"Chr_6	AUGUSTUS	gene	35755509	35759672	.	+	.	ID=Marm_24219;blast_id=""sp|Q9NPJ3|ACO13_HUMAN"";interproscan_id=""IPR029069"";eggnog_id=""thioesterase_13"""
NP_001153682,SLC25A13,"Chr_10	AUGUSTUS	gene	29698243	29815480	.	-	.	ID=Marm_04971;blast_id=""sp|Q9UJS0|CMC2_HUMAN"";interproscan_id=""IPR029658"";eggnog_id=""malate-aspartate_shuttle"""
NP_001154481,ARMC10,"Chr_7	AUGUSTUS	gene	14865694	14877444	.	+	.	ID=Marm_25679;blast_id=""sp|Q8N2F6|ARM10_HUMAN"";interproscan_id=""IPR011989"";eggnog_id=""Armadillo-like"""
NP_001154482,ARMC10,"Chr_7	AUGUSTUS	gene	14865694	14877444	.	+	.	ID=Marm_25679;blast_id=""sp|Q8N2F6|ARM10_HUMAN"";interproscan_id=""IPR011989"";eggnog_id=""Armadillo-like"""
NP_001154483,ARMC10,"Chr_7	AUGUSTUS	gene	14865694	14877444	.	+	.	ID=Marm_25679;blast_id=""sp|Q8N2F6|ARM10_HUMAN"";interproscan_id=""IPR011989"";eggnog_id=""Armadillo-like"""
NP_001154484,ARMC10,"Chr_7	AUGUSTUS	gene	14865694	14877444	.	+	.	ID=Marm_25679;blast_id=""sp|Q8N2F6|ARM10_HUMAN"";interproscan_id=""IPR011989"";eggnog_id=""Armadillo-like"""
NP_001154485,ARMC10,"Chr_7	AUGUSTUS	gene	14865694	14877444	.	+	.	ID=Marm_25679;blast_id=""sp|Q8N2F6|ARM10_HUMAN"";interproscan_id=""IPR011989"";eggnog_id=""Armadillo-like"""
NP_001154848,C6orf136,"Chr_2	AUGUSTUS	gene	21503160	21512331	.	+	.	ID=Marm_11344;blast_id=""sp|Q5SQH8|CF136_HUMAN"";interproscan_id=""IPR018790"";eggnog_id=""Uncharacterized_conserved_protein_(DUF2358)"""
NP_001154976,ALDH4A1,"Chr_22	AUGUSTUS	gene	10002424	10020636	.	+	.	ID=Marm_16092;blast_id=""sp|P30038|AL4A1_HUMAN"";interproscan_id=""IPR005931"";eggnog_id=""1-pyrroline-5-carboxylate_dehydrogenase_activity"""
NP_001155058,ME3,"Chr_1	AUGUSTUS	gene	105770396	105815884	.	+	.	ID=Marm_00850;blast_id=""sp|Q16798|MAON_HUMAN"";interproscan_id=""IPR001891"";eggnog_id=""malic_enzyme"""
NP_001155178,FXN,"Chr_9	AUGUSTUS	gene	74655477	74664475	.	-	.	ID=Marm_29469;blast_id=""sp|Q16595|FRDA_HUMAN"";interproscan_id=""IPR036524"";eggnog_id=""regulation_of_ferrochelatase_activity"""
NP_001155251,PDP1,"Chr_6	AUGUSTUS	gene	78170517	78188279	.	+	.	ID=Marm_24513;blast_id=""sp|Q9P0J1|PDP1_HUMAN"";interproscan_id=""IPR015655"";eggnog_id=""[pyruvate_dehydrogenase_(lipoamide)]_phosphatase_activity"""
NP_001155252,PDP1,"Chr_6	AUGUSTUS	gene	78170517	78188279	.	+	.	ID=Marm_24513;blast_id=""sp|Q9P0J1|PDP1_HUMAN"";interproscan_id=""IPR015655"";eggnog_id=""[pyruvate_dehydrogenase_(lipoamide)]_phosphatase_activity"""
NP_001155253,PDP1,"Chr_6	AUGUSTUS	gene	78170517	78188279	.	+	.	ID=Marm_24513;blast_id=""sp|Q9P0J1|PDP1_HUMAN"";interproscan_id=""IPR015655"";eggnog_id=""[pyruvate_dehydrogenase_(lipoamide)]_phosphatase_activity"""
NP_001156333,COX11,"Chr_2	AUGUSTUS	gene	143880551	143883759	.	+	.	ID=Marm_12373;blast_id=""sp|Q9Y6N1|COX11_HUMAN"";interproscan_id=""IPR007533"";eggnog_id=""negative_regulation_of_glucokinase_activity"""
NP_001156334,COX11,"Chr_2	AUGUSTUS	gene	143880551	143883759	.	+	.	ID=Marm_12373;blast_id=""sp|Q9Y6N1|COX11_HUMAN"";interproscan_id=""IPR007533"";eggnog_id=""negative_regulation_of_glucokinase_activity"""
NP_001157207,MYO19,"Chr_2	AUGUSTUS	gene	118183688	118222455	.	+	.	ID=Marm_12120;blast_id=""sp|P11055|MYH3_HUMAN"";interproscan_id=""IPR002928"";eggnog_id=""Belongs_to_the_TRAFAC_class_myosin-kinesin_ATPase_superfamily._Myosin_family"""
NP_001157284,TWNK,"Chr_4	AUGUSTUS	gene	61013823	61020456	.	+	.	ID=Marm_20939;blast_id=""sp|Q96RR1|PEO1_HUMAN"";interproscan_id=""IPR027032"";eggnog_id=""mitochondrial_DNA_replication"""
NP_001157285,TWNK,"Chr_4	AUGUSTUS	gene	61013823	61020456	.	+	.	ID=Marm_20939;blast_id=""sp|Q96RR1|PEO1_HUMAN"";interproscan_id=""IPR027032"";eggnog_id=""mitochondrial_DNA_replication"""
NP_001157286,TWNK,"Chr_4	AUGUSTUS	gene	61013823	61020456	.	+	.	ID=Marm_20939;blast_id=""sp|Q96RR1|PEO1_HUMAN"";interproscan_id=""IPR027032"";eggnog_id=""mitochondrial_DNA_replication"""
NP_001157950,C5orf63,"Chr_9	AUGUSTUS	gene	58379328	58397581	.	-	.	ID=Marm_29352;blast_id=""sp|A6NC05|YD286_HUMAN"";interproscan_id=""IPR036249"";eggnog_id=""Belongs_to_the_glutaredoxin_family"""
NP_001157951,C5orf63,"Chr_9	AUGUSTUS	gene	58379328	58397581	.	-	.	ID=Marm_29352;blast_id=""sp|A6NC05|YD286_HUMAN"";interproscan_id=""IPR036249"";eggnog_id=""Belongs_to_the_glutaredoxin_family"""
NP_001158182,AMT,"Chr_2	AUGUSTUS	gene	72321675	72339952	.	+	.	ID=Marm_11760;blast_id=""sp|P48728|GCST_HUMAN"";interproscan_id=""IPR028896"";eggnog_id=""The_glycine_cleavage_system_catalyzes_the_degradation_of_glycine"""
NP_001158183,AMT,"Chr_2	AUGUSTUS	gene	72321675	72339952	.	+	.	ID=Marm_11760;blast_id=""sp|P48728|GCST_HUMAN"";interproscan_id=""IPR028896"";eggnog_id=""The_glycine_cleavage_system_catalyzes_the_degradation_of_glycine"""
NP_001158184,AMT,"Chr_2	AUGUSTUS	gene	72321675	72339952	.	+	.	ID=Marm_11760;blast_id=""sp|P48728|GCST_HUMAN"";interproscan_id=""IPR028896"";eggnog_id=""The_glycine_cleavage_system_catalyzes_the_degradation_of_glycine"""
NP_001158245,BCAT2,"Chr_3	AUGUSTUS	gene	156215507	156236535	.	+	.	ID=Marm_18170;blast_id=""sp|O15382|BCAT2_HUMAN"";interproscan_id=""IPR005786"";eggnog_id=""Belongs_to_the_class-IV_pyridoxal-phosphate-dependent_aminotransferase_family"""
NP_001158255,BCKDHA,"Chr_13	AUGUSTUS	gene	23523884	23533486	.	+	.	ID=Marm_07016;blast_id=""sp|P12694|ODBA_HUMAN"";interproscan_id=""IPR034616"";eggnog_id=""2-oxoisovalerate_dehydrogenase_subunit_alpha"""
NP_001158268,SLC25A26,"Chr_2	AUGUSTUS	gene	32366700	32522587	.	+	.	ID=Marm_11466;blast_id=""sp|Q70HW3|SAMC_HUMAN"";interproscan_id=""IPR023395"";eggnog_id=""S-adenosyl-L-methionine_transmembrane_transporter_activity"""
NP_001158283,PET117,"Chr_3	AUGUSTUS	gene	122279173	122303548	.	+	.	ID=Marm_17735;blast_id=""sp|Q9H8E8|CSR2B_HUMAN"";interproscan_id=""IPR037829"";eggnog_id=""Acetyltransferase_(GNAT)_domain"""
NP_001158312,LYRM4,"Chr_6	AUGUSTUS	gene	26477762	26493671	.	-	.	ID=Marm_24940;blast_id=""sp|Q9HD34|LYRM4_HUMAN"";interproscan_id=""IPR008011"";eggnog_id=""Complex1_LYR-like"""
NP_001158313,LYRM4,"Chr_6	AUGUSTUS	gene	26477762	26493671	.	-	.	ID=Marm_24940;blast_id=""sp|Q9HD34|LYRM4_HUMAN"";interproscan_id=""IPR008011"";eggnog_id=""Complex1_LYR-like"""
NP_001158503,DTYMK,"Chr_4	AUGUSTUS	gene	72186526	72193006	.	+	.	ID=Marm_21038;blast_id=""sp|P23919|KTHY_HUMAN"";interproscan_id=""IPR027417"";eggnog_id=""thymidylate_kinase"""
NP_001158508,OGDH,"Chr_12	AUGUSTUS	gene	12324359	12369446	.	-	.	ID=Marm_06535;blast_id=""sp|Q02218|ODO1_HUMAN"";interproscan_id=""IPR011603"";eggnog_id=""Dehydrogenase"""
NP_001158730,TMEM14C,"Chr_6	AUGUSTUS	gene	30943564	30965096	.	-	.	ID=Marm_24971;blast_id=""sp|Q9NWT1|PK1IP_HUMAN"";interproscan_id=""IPR036322"";eggnog_id=""ribosomal_large_subunit_biogenesis"""
NP_001158889,SLC25A11,"Chr_3	AUGUSTUS	gene	174288749	174294366	.	+	.	ID=Marm_18603;blast_id=""sp|Q02978|M2OM_HUMAN"";interproscan_id=""IPR023395"";eggnog_id=""Belongs_to_the_mitochondrial_carrier_(TC_2.A.29)_family"""
NP_001158890,SLC25A11,"Chr_3	AUGUSTUS	gene	174288749	174294366	.	+	.	ID=Marm_18603;blast_id=""sp|Q02978|M2OM_HUMAN"";interproscan_id=""IPR023395"";eggnog_id=""Belongs_to_the_mitochondrial_carrier_(TC_2.A.29)_family"""
NP_001159418,IDE,Chr_4	AUGUSTUS	gene	34869986	34894758	.	+	.	ID=Marm_20813;
NP_001159434,ELAC2,"Chr_2	AUGUSTUS	gene	112880843	112900183	.	+	.	ID=Marm_12079;blast_id=""sp|Q9BQ52|RNZ2_HUMAN"";interproscan_id=""IPR036866"";eggnog_id=""mitochondrial_tRNA_3'-trailer_cleavage,_endonucleolytic"""
NP_001159482,ECI2,"Chr_6	AUGUSTUS	gene	25945127	26022962	.	-	.	ID=Marm_24936;blast_id=""sp|O75521|ECI2_HUMAN"";interproscan_id=""IPR001753"";eggnog_id=""enoyl-CoA_delta_isomerase_2"""
NP_001159531,HMGCL,"Chr_13	AUGUSTUS	gene	6780737	6794374	.	+	.	ID=Marm_06771;blast_id=""sp|P35914|HMGCL_HUMAN"";interproscan_id=""IPR043594"";eggnog_id=""hydroxymethylglutaryl-CoA_lyase_activity"""
NP_001159574,NDUFV1,"Chr_5	AUGUSTUS	gene	103626149	103650845	.	-	.	ID=Marm_23813;blast_id=""sp|P49821|NDUV1_HUMAN"";interproscan_id=""IPR011537"";eggnog_id=""Core_subunit_of_the_mitochondrial_membrane_respiratory_chain_NADH_dehydrogenase_(Complex_I)_that_is_believed_to_belong_to_the_minimal_assembly_required_for_catalysis._Complex_I_functions_in_the_transfer_of_electrons_from_NADH_to_the_respiratory_chain"""
NP_001159579,HMGCS2,"Chr_3	AUGUSTUS	gene	121633898	121661319	.	+	.	ID=Marm_17725;blast_id=""sp|P54868|HMCS2_HUMAN"";interproscan_id=""IPR016039"";eggnog_id=""hydroxymethylglutaryl-CoA_synthase_activity"""
NP_001159630,PDHX,"Chr_5	AUGUSTUS	gene	70135008	70178063	.	-	.	ID=Marm_23550;blast_id=""sp|O00330|ODPX_HUMAN"";interproscan_id=""IPR023213"";eggnog_id=""Pyruvate_dehydrogenase"""
NP_001159631,NDUFS2,"Chr_19	AUGUSTUS	gene	11663620	11673628	.	-	.	ID=Marm_10705;blast_id=""sp|O75306|NDUS2_HUMAN"";interproscan_id=""IPR022885"";eggnog_id=""NADH_ubiquinone_oxidoreductase_core_subunit_S2"""
NP_001159715,FHIT,"Chr_2	AUGUSTUS	gene	27225412	27354868	.	-	.	ID=Marm_13613;blast_id=""sp|P49789|FHIT_HUMAN"";interproscan_id=""IPR036265"";eggnog_id=""HIT_domain"""
NP_001159733,MTIF3,"Chr_1	AUGUSTUS	gene	262306419	262309644	.	+	.	ID=Marm_01841;blast_id=""sp|Q9H2K0|IF3M_HUMAN"";interproscan_id=""IPR001288"";eggnog_id=""initiation_factor"""
NP_001159734,MTIF3,"Chr_1	AUGUSTUS	gene	262306419	262309644	.	+	.	ID=Marm_01841;blast_id=""sp|Q9H2K0|IF3M_HUMAN"";interproscan_id=""IPR001288"";eggnog_id=""initiation_factor"""
NP_001159735,MTIF3,"Chr_1	AUGUSTUS	gene	262306419	262309644	.	+	.	ID=Marm_01841;blast_id=""sp|Q9H2K0|IF3M_HUMAN"";interproscan_id=""IPR001288"";eggnog_id=""initiation_factor"""
NP_001159828,SHMT2,"Chr_2	AUGUSTUS	gene	159761198	159783212	.	+	.	ID=Marm_12550;blast_id=""sp|P34897|GLYM_HUMAN"";interproscan_id=""IPR001085"";eggnog_id=""Serine_hydroxymethyltransferase"""
NP_001159829,SHMT2,"Chr_2	AUGUSTUS	gene	159761198	159783212	.	+	.	ID=Marm_12550;blast_id=""sp|P34897|GLYM_HUMAN"";interproscan_id=""IPR001085"";eggnog_id=""Serine_hydroxymethyltransferase"""
NP_001159830,SHMT2,"Chr_2	AUGUSTUS	gene	159761198	159783212	.	+	.	ID=Marm_12550;blast_id=""sp|P34897|GLYM_HUMAN"";interproscan_id=""IPR001085"";eggnog_id=""Serine_hydroxymethyltransferase"""
NP_001159831,SHMT2,"Chr_2	AUGUSTUS	gene	159761198	159783212	.	+	.	ID=Marm_12550;blast_id=""sp|P34897|GLYM_HUMAN"";interproscan_id=""IPR001085"";eggnog_id=""Serine_hydroxymethyltransferase"""
NP_001159887,EHHADH,"Chr_4	AUGUSTUS	gene	68119195	68149599	.	-	.	ID=Marm_21804;blast_id=""sp|Q08426|ECHP_HUMAN"";interproscan_id=""IPR029045"";eggnog_id=""dodecenoyl-CoA_delta-isomerase_activity"""
NP_001161067,AMACR,"Chr_9	AUGUSTUS	gene	17914997	17923559	.	-	.	ID=Marm_29096;blast_id=""sp|Q9UHK6|AMACR_HUMAN"";interproscan_id=""IPR023606"";eggnog_id=""alpha-methylacyl-CoA_racemase"""
NP_001161071,NEU4,"Chr_1	AUGUSTUS	gene	285691197	285733150	.	-	.	ID=Marm_04033;blast_id=""sp|Q9UQ49|NEUR3_HUMAN"";interproscan_id=""IPR026944"";eggnog_id=""exo-alpha-(2->3)-sialidase_activity"""
NP_001161072,NEU4,"Chr_1	AUGUSTUS	gene	285691197	285733150	.	-	.	ID=Marm_04033;blast_id=""sp|Q9UQ49|NEUR3_HUMAN"";interproscan_id=""IPR026944"";eggnog_id=""exo-alpha-(2->3)-sialidase_activity"""
NP_001161073,NEU4,"Chr_1	AUGUSTUS	gene	285691197	285733150	.	-	.	ID=Marm_04033;blast_id=""sp|Q9UQ49|NEUR3_HUMAN"";interproscan_id=""IPR026944"";eggnog_id=""exo-alpha-(2->3)-sialidase_activity"""
NP_001161074,NEU4,"Chr_1	AUGUSTUS	gene	285691197	285733150	.	-	.	ID=Marm_04033;blast_id=""sp|Q9UQ49|NEUR3_HUMAN"";interproscan_id=""IPR026944"";eggnog_id=""exo-alpha-(2->3)-sialidase_activity"""
NP_001161205,VARS2,"Chr_2	AUGUSTUS	gene	15588367	15629379	.	+	.	ID=Marm_11202;blast_id=""sp|P26640|SYVC_HUMAN"";interproscan_id=""IPR002303"";eggnog_id=""Belongs_to_the_class-I_aminoacyl-tRNA_synthetase_family"""
NP_001161206,VARS2,"Chr_2	AUGUSTUS	gene	15588367	15629379	.	+	.	ID=Marm_11202;blast_id=""sp|P26640|SYVC_HUMAN"";interproscan_id=""IPR002303"";eggnog_id=""Belongs_to_the_class-I_aminoacyl-tRNA_synthetase_family"""
NP_001161213,MTX3,"Chr_9	AUGUSTUS	gene	31460908	31478662	.	+	.	ID=Marm_28574;blast_id=""sp|Q5HYI7|MTX3_HUMAN"";interproscan_id=""PTHR12289:SF30"";eggnog_id=""Glutathione_S-transferase_N-terminal_domain"""
NP_001161221,ADCY10,"Chr_3	AUGUSTUS	gene	42654586	42716741	.	+	.	ID=Marm_17038;blast_id=""sp|Q96PN6|ADCYA_HUMAN"";interproscan_id=""IPR029787"";eggnog_id=""bicarbonate_binding"""
NP_001161339,DMAC2,"Chr_13	AUGUSTUS	gene	23538513	23561375	.	-	.	ID=Marm_07436;blast_id=""sp|Q9NY97|B3GN2_HUMAN"";interproscan_id=""IPR002659"";eggnog_id=""poly-N-acetyllactosamine_biosynthetic_process"""
NP_001161340,DMAC2,"Chr_13	AUGUSTUS	gene	23538513	23561375	.	-	.	ID=Marm_07436;blast_id=""sp|Q9NY97|B3GN2_HUMAN"";interproscan_id=""IPR002659"";eggnog_id=""poly-N-acetyllactosamine_biosynthetic_process"""
NP_001161341,DMAC2,"Chr_13	AUGUSTUS	gene	23538513	23561375	.	-	.	ID=Marm_07436;blast_id=""sp|Q9NY97|B3GN2_HUMAN"";interproscan_id=""IPR002659"";eggnog_id=""poly-N-acetyllactosamine_biosynthetic_process"""
NP_001161342,DMAC2,"Chr_13	AUGUSTUS	gene	23538513	23561375	.	-	.	ID=Marm_07436;blast_id=""sp|Q9NY97|B3GN2_HUMAN"";interproscan_id=""IPR002659"";eggnog_id=""poly-N-acetyllactosamine_biosynthetic_process"""
NP_001161343,DMAC2,"Chr_13	AUGUSTUS	gene	23538513	23561375	.	-	.	ID=Marm_07436;blast_id=""sp|Q9NY97|B3GN2_HUMAN"";interproscan_id=""IPR002659"";eggnog_id=""poly-N-acetyllactosamine_biosynthetic_process"""
NP_001161419,TIMM17B,"Chr_2	AUGUSTUS	gene	164836513	164844245	.	+	.	ID=Marm_12620;blast_id=""sp|O60830|TI17B_HUMAN"";interproscan_id=""PTHR10485:SF2"";eggnog_id=""P-P-bond-hydrolysis-driven_protein_transmembrane_transporter_activity"""
NP_001161442,TRMT2B,"Chr_17	AUGUSTUS	gene	6471790	6484296	.	-	.	ID=Marm_09471;blast_id=""sp|Q8IZ69|TRM2A_HUMAN"";interproscan_id=""IPR010280"";eggnog_id=""RNA_methyltransferase_activity"""
NP_001161443,TRMT2B,"Chr_17	AUGUSTUS	gene	6471790	6484296	.	-	.	ID=Marm_09471;blast_id=""sp|Q8IZ69|TRM2A_HUMAN"";interproscan_id=""IPR010280"";eggnog_id=""RNA_methyltransferase_activity"""
NP_001161444,TRMT2B,"Chr_17	AUGUSTUS	gene	6471790	6484296	.	-	.	ID=Marm_09471;blast_id=""sp|Q8IZ69|TRM2A_HUMAN"";interproscan_id=""IPR010280"";eggnog_id=""RNA_methyltransferase_activity"""
NP_001161726,OCIAD1,"Chr_8	AUGUSTUS	gene	19728153	19748093	.	+	.	ID=Marm_27167;blast_id=""sp|Q9NX40|OCAD1_HUMAN"";interproscan_id=""IPR040187"";eggnog_id=""OCIA_domain_containing_1"""
NP_001161803,NDUFB4,"Chr_3	AUGUSTUS	gene	54264229	54264630	.	+	.	ID=Marm_17150;blast_id=""sp|O95168|NDUB4_HUMAN"";interproscan_id=""IPR009866"";eggnog_id=""mitochondrial_respiratory_chain_complex_I_assembly"""
NP_001161807,ME2,Chr_9	AUGUSTUS	gene	11564232	11596022	.	+	.	ID=Marm_28421;
NP_001163,ARG2,Chr_5	AUGUSTUS	gene	58564904	58571068	.	+	.	ID=Marm_22614;
NP_001163894,PRSS35,"Chr_1	AUGUSTUS	gene	105718050	105730964	.	-	.	ID=Marm_02885;blast_id=""sp|Q8N3Z0|PRS35_HUMAN"";interproscan_id=""IPR009003"";eggnog_id=""Protease,_serine,_35"""
NP_001164006,ATAD3A,"Chr_22	AUGUSTUS	gene	1217756	1249758	.	-	.	ID=Marm_16128;blast_id=""sp|Q9NVI7|ATD3A_HUMAN"";interproscan_id=""IPR039188"";eggnog_id=""ATPase_family_AAA_domain-containing_protein_3-like"""
NP_001164007,ATAD3A,"Chr_22	AUGUSTUS	gene	1217756	1249758	.	-	.	ID=Marm_16128;blast_id=""sp|Q9NVI7|ATD3A_HUMAN"";interproscan_id=""IPR039188"";eggnog_id=""ATPase_family_AAA_domain-containing_protein_3-like"""
NP_001164014,PGAM5,"Chr_17	AUGUSTUS	gene	6645464	6655857	.	+	.	ID=Marm_09239;blast_id=""sp|Q96HS1|PGAM5_HUMAN"";interproscan_id=""IPR029033"";eggnog_id=""phosphoprotein_phosphatase_activity"""
NP_001164015,PGAM5,"Chr_17	AUGUSTUS	gene	6645464	6655857	.	+	.	ID=Marm_09239;blast_id=""sp|Q96HS1|PGAM5_HUMAN"";interproscan_id=""IPR029033"";eggnog_id=""phosphoprotein_phosphatase_activity"""
NP_001164626,PET100,"Chr_2	AUGUSTUS	gene	112185666	112188669	.	-	.	ID=Marm_14233;blast_id=""sp|P0DJ07|PT100_HUMAN"";interproscan_id=""IPR018625"";eggnog_id=""PET100_homolog"""
NP_001164641,SLC25A21,"Chr_5	AUGUSTUS	gene	38503098	38522730	.	+	.	ID=Marm_22476;blast_id=""sp|Q9BQT8|ODC_HUMAN"";interproscan_id=""IPR023395"";eggnog_id=""dicarboxylic_acid_transmembrane_transporter_activity"""
NP_001165074,PREPL,"Chr_1	AUGUSTUS	gene	23581186	23624145	.	+	.	ID=Marm_00255;blast_id=""sp|Q4J6C6|PPCEL_HUMAN"";interproscan_id=""IPR029058"";eggnog_id=""serine-type_exopeptidase_activity"""
NP_001165077,PREPL,"Chr_1	AUGUSTUS	gene	23581186	23624145	.	+	.	ID=Marm_00255;blast_id=""sp|Q4J6C6|PPCEL_HUMAN"";interproscan_id=""IPR029058"";eggnog_id=""serine-type_exopeptidase_activity"""
NP_001165084,PREPL,"Chr_1	AUGUSTUS	gene	23581186	23624145	.	+	.	ID=Marm_00255;blast_id=""sp|Q4J6C6|PPCEL_HUMAN"";interproscan_id=""IPR029058"";eggnog_id=""serine-type_exopeptidase_activity"""
NP_001165088,PREPL,"Chr_1	AUGUSTUS	gene	23581186	23624145	.	+	.	ID=Marm_00255;blast_id=""sp|Q4J6C6|PPCEL_HUMAN"";interproscan_id=""IPR029058"";eggnog_id=""serine-type_exopeptidase_activity"""
NP_001165131,CYB5R3,"Chr_7	AUGUSTUS	gene	11621313	11653774	.	-	.	ID=Marm_26407;blast_id=""sp|P00387|NB5R3_HUMAN"";interproscan_id=""IPR039261"";eggnog_id=""cytochrome-b5_reductase_activity,_acting_on_NAD(P)H"""
NP_001165132,CYB5R3,"Chr_7	AUGUSTUS	gene	11621313	11653774	.	-	.	ID=Marm_26407;blast_id=""sp|P00387|NB5R3_HUMAN"";interproscan_id=""IPR039261"";eggnog_id=""cytochrome-b5_reductase_activity,_acting_on_NAD(P)H"""
NP_001165161,GCAT,"Chr_7	AUGUSTUS	gene	61201824	61288553	.	-	.	ID=Marm_26732;blast_id=""sp|O75600|KBL_HUMAN"";interproscan_id=""IPR011282"";eggnog_id=""glycine_C-acetyltransferase_activity"""
NP_001165285,OAT,"Chr_4	AUGUSTUS	gene	44655840	44701462	.	+	.	ID=Marm_20851;blast_id=""sp|P04181|OAT_HUMAN"";interproscan_id=""IPR015424"";eggnog_id=""ornithine_aminotransferase"""
NP_001165438,RBFA,"Chr_6	AUGUSTUS	gene	36425717	36435810	.	-	.	ID=Marm_25021;blast_id=""sp|Q8N0V3|RBFA_HUMAN"";interproscan_id=""IPR039212"";eggnog_id=""rRNA_processing"""
NP_001165461,SETD9,"Chr_9	AUGUSTUS	gene	26019261	26033066	.	+	.	ID=Marm_28539;blast_id=""sp|Q8NE22|SETD9_HUMAN"";interproscan_id=""IPR040415"";eggnog_id=""methyltransferase_activity"""
NP_001165462,HCCS,"Chr_3	AUGUSTUS	gene	97565065	97581387	.	-	.	ID=Marm_19427;blast_id=""sp|P53701|CCHL_HUMAN"";interproscan_id=""IPR000511"";eggnog_id=""Links_covalently_the_heme_group_to_the_apoprotein_of_cytochrome_c"""
NP_001166166,TSFM,"Chr_2	AUGUSTUS	gene	151270976	151279377	.	+	.	ID=Marm_12464;blast_id=""sp|P43897|EFTS_HUMAN"";interproscan_id=""IPR001816"";eggnog_id=""translation_elongation_factor_activity"""
NP_001166167,TSFM,"Chr_2	AUGUSTUS	gene	151270976	151279377	.	+	.	ID=Marm_12464;blast_id=""sp|P43897|EFTS_HUMAN"";interproscan_id=""IPR001816"";eggnog_id=""translation_elongation_factor_activity"""
NP_001166168,TSFM,"Chr_2	AUGUSTUS	gene	151270976	151279377	.	+	.	ID=Marm_12464;blast_id=""sp|P43897|EFTS_HUMAN"";interproscan_id=""IPR001816"";eggnog_id=""translation_elongation_factor_activity"""
